cleaned_type,capacity_MW,address,cleaned_approval_time,company,owner
gas,14.7,경북  포항시  남구  동해면 상정리  1001-2(포항블루밸리  국가산단내),2022-02-01,한국수력원자력,정재훈
gas,19.8,"경북  의성군  의성읍  철파리  531,  532-2,  533-2, 530-1,  530-2  번지",2022-02-01,청암에너지,장진출
gas,9.68,"경북  의성군  의성읍  철파리  531,  532-2,  533-2, 530-1,  530-2  번지",2022-02-01,청암에너지 ,장진출 
gas,21.0,강원도태백시동점동동점산업단지블록3-5(태백시동점산업단지내),2022-02-01,가진,정용주
gas,21.0,강원도  태백시  동점동  동점산업단지  블록  3-5(태백시  동점산업단지내),2022-03-01,동도에너지,이사영
gas,13.2,경북 경주시 강동면 유금 리  산44-5,2022-03-01,한국수력원자 력,정재훈 
wind,400.0,"전남  고흥군  봉래면  신금리  나로도  서쪽    공유수면(34°26'43.14""N127°27'2.97""34°25'52.41""N127°27'38.10""E 34°25'26.84""N127°27'20.53""34°25'14.67""N127°26'54.21""E 34°25'14.30""N127°26'36.80""34°25'40.05""N127°25'45.56""E34°26'30.67""N127°25'9.30""34°26'40.93""N127°26'10.55""E)",2022-04-01,동광해상풍력,윤선우
wind,96.0,"전남 고흥군 봉래면 신금 풍력(해상) 리  나로도  남서쪽  공유수면34°25'1.99""N127°27'2.68""E   34°25'1.63""N127°28'12.92""E34°25'39.40""N127°27'46.87""E34°25'14.48""N127°27'11.61""E)",2022-04-01,염포해상풍력 ,이상옥 
solar,13.104,충남  태안군  태안읍  어은리  864-1  외  19필지,2022-04-01,씨에스태안알파솔라,임지영
gas,19.8,"경북  구미시  산동읍  도중리  구미하이테크밸리  4구역  19B,  102L",2022-04-01,구미에코발전,이인문
gas,19.8,경북  안동시  상아동  산3-1,2022-04-01,상아그린연료전지,이정섭
gas,19.8,경북  안동시  상아동  산3-4,2022-04-01,상아비전연료전지,문종철
others,19.8,전남  여수시  율촌면  신풍리  2-8번지,2022-04-01,금덕,강태훈
wind,525.0,"울산시  온산  해안  동측 90km  공유수면  일원(No.01  (  35°22'21.46""N,   130°19'30.22""E)  No.02  ( 35°20'25.17""N, 130°24'13.61""E)No.03  (   35°15'35.01""N, 130°21'16.26""E)  No.04  ( 35°17'31.17""N,   130°16'33.12""E)",2022-05-01,해울이해상풍력발전2 ,토마스위브폴센 
wind,45.0,"경북  영덕군  축산면  고곡리  산144,  산94,  산78,  산57,  경정리  산99,  산150, 영덕읍  석리    산92-1",2022-05-01,세연,안병욱
gas,1000.0,경남  하동군  금남면  대송리・진정리  일원(대송산업단지  내),2022-05-01,한국남부발전,이승우
gas,4.4,울산시  남구  성암동  산86-1일원,2022-05-01,에스케이가스,윤병석
gas,99.9,울산시  울주군  온산읍  원산리  919-10,2022-01-01,에프알피에너지,최민식
solar,95.0,"전남  고흥군  포두면  남촌리  996,  송산리  1636,  길두리  2625,  오취리 1148,1151,  옥강리   1489,1491",2022-03-01,고흥신에너지,박근수
bioenergy,6.0,충남  청양군  화성면  금계동길  31,2022-05-01,디에스그린에너지,임은상
others,15.0,충북  영동군  용산면  한곡리  영동산업단지  BL  13-1,2022-06-01,지에스에너지,허용수
wind,40.0,"강원도  평창군  진부면  상월오개리  산97-1,용평면 속사리    산188,  이목정리 산30",2022-06-01,속사풍력발전 ,"최종성,김순교 "
solar,8.0,전남  고흥군  대서면  남정리  2431  일원,2022-06-01,에너지워터,공유덕
gas,495.0,"충남  홍성군  홍북면,예산군 삽교읍  일원",2022-06-01,내포그린에너지,조성철
gas,40.0,경남  고성군  율대리  686-5,2022-06-01,청우E&S,민병원
others,9.9,경기도  연천군  전곡읍  양연로  490,2022-06-01,이엔테크,전영수
others,99.0,전남  목포시  대양동 1181-3(대양산업단지  내),2022-06-01,우앤장홀딩스,우혁재
gas,9.85,부산시  강서구  송정동 1662-9,2022-06-01,위니스트,조경애
wind,60.0,"강원도  강릉시  강동면  임곡리  및  언별리,  옥계면  북동리,  왕산면  목계리  일원",2022-06-01,한국남부발전,윤종근
bioenergy,110.0,경북  포항시  북구  흥해읍 용한리(영일만3일반산업단지) ,2022-06-01,포항신재생에너지 ,이길구 
bioenergy,9.9,강원도  강릉시  강동면  모전리  253  및  254-1~2번지,2022-06-01,인코테크,심재원
wind,39.0,"강원도  정선군  남면  유평리  산208,  화암면  몰운리 산210",2022-06-01,명성파워그린,박정학
wind,39.0,강원도  영월군  중동면  직동리  산1-1,2022-06-01,명성파워그린,박정학
wind,39.0,"강원도  정선군  북평면  장열리  산139,  산165-3,  남평리  산22,  문곡리  산1,  여량면  여량리  산85-5",2022-06-01,명성파워그린,박정학
wind,39.0,"강원도  원주시  판부면  신촌리  산80,  금대리  산120번지",2022-06-01,명성파워그린,박정학
others,30.0,"강원도  고성군  간성읍  교동리  산2,  산3",2022-06-01,고성하이드로솔루션,박관숙
wind,84.0,"강원도  홍천군  내면  율전리  산188-2,  산182,  산 183,  산184,  산185번지",2022-06-01,홍천율전풍력발전,구영임
wind,19.8,"강원도  정선군  신동읍  방제리 443-21,22,24,68,70,35,64 조동리  499-9",2022-06-01,정선풍력발전,한정현
wind,39.0,경북  영천시  화북면  정각리  산150-1번지  일원,2022-06-01,영천풍력,김재갑
wind,79.8,경북  청송군  현서면  무계리  산11번지  일원,2022-05-01,청송면봉산풍력,조병련
wind,19.8,충남  보령시  신흑동 2122-2번지  일원,2022-07-01,보령풍력발전,한정현
gas,34.8,전남  광양시  광양읍  초남리  762-4,2022-05-01,에이치에스에너지,김기열
wind,21.0,"경북  경주시  강동면  다산리  산9,  산14,  산15,  산17번지",2022-06-01,경주강동풍력발전,최재영
solar,30.0,"충남  태안군  이원면  포지리  1249,  관리  1570",2022-06-01,이원신재생에너지복지마을,신경철
others,39.9,전남  장흥군  장흥읍  삼산리  749-1번지  일원,2022-06-01,아이티에너지,김동석
others,49.8,전남  장흥군  장흥읍  삼산리  749-1번지  일원,2022-06-01,아이티에너지,김동석
wind,240.0,"전남해남군문내면무고리인 근공유수면(NO.01(34°41'19.61""N,126°15'16.26""E),NO.02(34°41'12.80""N,126°14'51.68""E)   NO.03(34°37'58.88""N,     126°14'54.62""E), NO.04(34°37'38.87""N, 126°15'02.68""E)   NO.05(34°37'41.83""N,     126°15'40.75""E), NO.06(34°37'55.95""N, 126°16'00.37""E)   NO.07(34°38'52.23""N,     126°15'48.02""E), NO.08(34°40'13.21""N, 126°15'25.59""E))",2022-06-01,궁항해상풍력 발전,"서용운, 페라다크파타나찬"
wind,136.0,"울산시북구정자항앞공유수면(A.35.64746502,129.4719094B.35.63424621,129.5507 686C.35.60741468,129.5505846D.35.60774963,129.4716405)",2022-06-01,동남해안해상풍력 ,오진수 
wind,40.0,부산시  해운대구  중동 591-15번지  해상,2022-06-01,청사포해상풍력발전,최우진
wind,504.0,전남여수시거문도서측공유수면(33.989167127.17939633.989444127.25465533.989722127.24931433.990000127.16032233.990278   127.102920  33.990556 127.115573),2022-07-01,거문도해상풍력발전,최우진
gas,28.8,경북  경주시  외동읍  문산 연 료 전 지 리  산  82-14,2022-07-01,중화 ,이재근 
gas,19.8,경남  함안군  칠북면  덕남길  69(화천리  16),2022-07-01,에이치앤알이,김선웅
others,19.8,전남  여수시  소라면  대포리  1346-11  등  일원,2022-07-01,여수수소에너지,배재호
gas,39.6,"경기도  남양주시  화도읍 답내리  722,  723,  13-15",2022-07-01,남양주그린에너지 2 호유 한회사,이신아
wind,160.0,전남  영광군  홍농읍  칠곡리  산226  앞  해상   일원( 3 5 ˚ 2 2 ’ 3 1 . 8 5 “ ` N 1 2 6 ˚2 1 ’ 1 4 . 7 0 ”E 3 5 ˚2 2 ’ 5 8 . 7 2 “ ` N 1 2 6 ˚2 3 ’ 1 1 . 2 9 ”E 3 5 ˚2 2 ’ 0 5 . 6 5 “ ` N 1 2 6 ˚ 2 3 ’ 1 1 . 2 9 ”E 3 5 ˚2 1 ’ 5 0 . 8 7 “ ` N 1 2 6 ˚2 2 ’ 4 9 . 2 4 ”E 3 5 ˚2 0 ’ 3 6 . 6 4 “ ` N 1 2 6 ˚2 2 ’ 4 9 . 7 1 ”E 3 5 ˚2 0 ’ 5 0 . 0 8 “ ` N 1 2 6 ˚2 2 ’ 2 6 . 1 2 ”E 3 5 ˚2 1 ’ 1 8 . 5 6 “ ` N 1 2 6 ˚2 1 ’ 5 2 . 4 4 ”E 3 5 ˚21’50.90“`N126˚21’29.24”E),2022-08-01,광림 ,성석경 
wind,10.0,강원도  평창군  봉평면  진조리  산80-68,2022-08-01,서하에너지,정세호
solar,90.0,전남  고흥군  포두면  송산리  1655-1  등  일원,2022-08-01,에이제이해밀솔라,박진관
gas,105.6,부산시  강서구  에코델타시티  집단에너지  부지내(명 지동  3043일원),2022-08-01,부산에코델타에너지 ,권오정 
gas,99.6,강원도  양양군  손양면  상왕도리  산42  번지,2022-08-01,양양에코그린에너지,박태섭
gas,18.48,경기도  안양시  만안구  안양동  206-12  및  206-7,2022-08-01,안양아삼파워,김정욱
gas,499.6,경기도  남양주  왕숙  공공주택지구,2022-08-01,나래에너지서비스-한국서부발전,
others,7.0,경기도  남양주  왕숙  공공주택지구,2022-08-01,나래에너지서비스-한국서부발전,
wind,400.0,"전남  완도군  생일면  봉선리  산276  남쪽   해상(34°11'48.65""N126°58'03.53""E34°12'10.35""N127°00'37.05""E34°12'13.97""N127°02'19.29""E34°10'51.29""N127°02'42.37""E34°10'15.62""N127°03'20.18""E34°10'04.38""N127°03'53.59""E34°09'35.02""N127°03'54.26""E34°07'5 4.17""N127°02'37.95""E34°07'51.94""N127°01'31.50""E34°08'04.50""N126°58'36.02""E34°08'36.97""N126°58'08.13""E34°09'45.82""N126°58'47.80""E34°09'56.44""N126°59'12.58""E)",2022-08-01,코오롱글로벌 ,김정일 
solar,89.99,전남  강진군  신전면  사초리  697번지  등  63필지,2022-08-01,신다산에너지,이용정
solar,9.0,전남  영광군  백수읍  하사리  1887-1번지,2022-08-01,분등에너지,권구성
solar,18.29,전남  신안군  안좌면  대우리  1069번지  등  30필지,2022-08-01,이이솔루션,김영호
solar,8.4,전남  신안군  안좌면  내호리  693번지  등  14필지,2022-08-01,미트라  태양광발전소,김희수
solar,8.4,전남  신안군  안좌면  대우리  981번지  등  14필지,2022-08-01,미트라  태양광발전소,김희수
solar,97.975,전남  고흥군  포두면  남촌리  1035-1  외  227필지,2022-08-01,고흥해밀솔라,이용
wind,10.0,전남  전남  영광군  백수읍 하사리 3038외  공유수면   일원(35°17′2.33″N126°21′ 1 6 . 3 1 ″ E 3 5 ° 1 7 ′ 6 . 3 3 ″N126°21′35.48″E35°17′7.83″N126°21′55.21″E),2022-08-01,전남테크노파크 ,유동국 
wind,416.0,전남  진도군  조도면  관매도  및  독거도  인근  공유수면  일원(34°13′15.76″N126°06′34.78″E34°12′5 6 . 5 8 ″ N 1 2 6 ° 0 6 ′ 3 7 . 0 8 ″E34°12′34.25″N126°06′4 3 . 5 4 ″ E 3 4 ° 1 2 ′ 1 5 . 4 3 ″N126°06′53.40″E34°11′5 7 . 1 0 ″ N 1 2 6 ° 0 7 ′ 6 . 4 9 ″E34°11′39.21″N126°07′2 2 . 4 2 ″ E 3 4 ° 1 1 ′ 2 0 . 3 6 ″N126°07′45.58″E34°11′0 5 . 6 4 ″ N 1 2 6 ° 0 8 ′ 1 1 . 7 3 ″E34°10′55.01″N126°08′3 8 . 8 5 ″ E 3 4 ° 1 0 ′ 4 7 . 8 4 ″N 1 2 6 ° 0 9 ′ 4 . 8 1 ″ E 3 4 ° 1 0 ′4 4 . 0 5 ″ N 1 2 6 ° 0 9 ′ 3 5 . 6 5 ″ E34°10′43.50″N126°09′5 8 . 8 7 ″ E 3 4 ° 1 0 ′ 4 5 . 7 2 ″N126°10′23.85″E34°10′5 2 . 3 1 ″ N 1 2 6 ° 1 0 ′ 5 2 . 4 1 ″E 3 4 ° 1 1 ′ 2 . 8 4 ″ N 1 2 6 ° 1 1 ′2 0 . 1 4 ″ E 3 4 ° 1 1 ′ 1 3 . 0 2 ″N126°11′41.73″E34°11′5 4 . 5 4 ″ N 1 2 6 ° 1 2 ′ 3 1 . 0 0 ″E34°14′19.72″N126°12′2 8 . 2 8 ″ E 3 4 ° 1 4 ′ 2 4 . 0 8 ″N126°11′20.57″E34°12′5 3 . 6 8 ″ N 1 2 6 ° 1 0 ′ 3 5 . 6 8 ″E34°13′29.32″N126°05′1 7 . 3 3 ″ E 3 4 ° 1 1 ′ 4 2 . 9 0 ″N126°02′15.61″E34°11′3 4 . 9 0 ″ N 1 2 6 ° 0 2 ′ 5 5 . 3 7 ″E34°11′33.90″N126°03′2 8 . 7 9 ″ E 3 4 ° 1 1 ′ 3 8 . 4 6 ″N 1 2 6 ° 0 4 ′ 6 . 0 3 ″ E 3 4 ° 1 1 ′4 6 . 3 2 ″ N 1 2 6 ° 0 4 ′ 3 2 . 6 8 ″ E34°11′55.75″N126°04′5 4 . 1 3 ″ E 3 4 ° 1 2 ′ 0 7 . 5 6 ″N126°05′15.13″E34°12′3 2 . 2 4 ″ N 1 2 6 ° 0 5 ′ 4 6 . 6 0 ″E34°13′0.71″N126°06′9.68″E34°13′18.75″N126°06′19.32″E),2022-08-01,보배오프쇼어윈드팜 ,한승수 
solar,30.03,전남  고흥군  풍양면  안동리  769-1번지  외  37필지,2022-08-01,오마해도리,필 리 파기 마 랑이 스 세로 디 우리 치 아르 디 트레스카
solar,50.0,"전남  완도군  약산면  관산리,  우두리  등  84필지",2022-09-01,쏠리스,박병훈
solar,5.0,"전남  신안군  안좌면  탄동리  447,  448",2022-09-01,안좌탄동솔라,신경철
solar,40.0,전남  신안군  안좌면  탄동리  449-1  외  6필지,2022-09-01,안좌탄동솔라,신경철
solar,19.993,전남  진도군  지산면  거제 리  보전호  공유수면  일원,2022-09-01,명당에너지 ,이수영 
solar,28.89,전남  고흥군  도덕면  오마리  815-1번지  외  34필지,2022-09-01,오도해도리,박영실
solar,15.0,전남  고흥군  도덕면  오마리  1018-7  등  23필지  일원,2022-09-01,고흥솔라,선선규
wind,517.08,"전남  진도군  조도면  외병도리 해상  일원(N34°20'26.33092""E125°54'24.40366""N34°21'31.59948""E125°53'27.27200“N34°22'45.46891""E125°53'14.32378""N34°23'47.85647""E125°53'36.76347“N34°24'43.60785""E125°54'36.12911""N34°25'09.65565""E125°55'47.16044“N34°25'10.71971""E125°57'05.01518""N34°24'53.95508""E125°58'02.05113"")",2022-09-01,조도풍력발전,"정춘돌,페라다크파타나찬"
wind,440.0,"근 )전남  여수시  거문도  인근 해역 (동측 30km   부(34°09'09.05""N127°36'59. 40""E34°10'37.45""N127°42'55.59""E34°10'33.36""N127°43'16.53""E34°08'37.85""N127°43'58.70""E34°07'04.50""N127°37'44.52""E34°04'35.32""N127°38'38.59""E34°06'08.47""N127°44'52.47""E34°05'31.24""N127°45'06.22""E34°03'58.21""N127°38'52.18""E)",2022-09-01,문도해상풍력 ,"윤의순,송홍렬 "
others,6.5,전남  목포시  대양동  703번지  외  21필지,2022-09-01,목포에코드림,송태을
